,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
1780,,PMC3696465,Springer,Pflugers Archive,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",£1728.80
1781,23407782,PMC3676742,Springer,Psychopharmacology,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,£1142.79
1782,23299096,PMC3636441,Springer,Psychopharmacology,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,£2075.05
1783,23681165,PMC3824307,Springer,Psychopharmacology,"Noradrenergic  versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD",£2265.88
1784,,PMC3824936,Springer,Reproductive Medicine and Biology,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes,£2242.99
1785,,PMC3496546,Springer,Seminars in Immunopathology,Trichuris muris: a model of gastrointestinal parasite infection,£1894.60
1786,,PMC3597274,Springer,Social Psychiatry & Psychiatric Epidemiology,"Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.",£1739.13
1787,,PMC3405234,Springer,Social Psychiatry and Psychiatric Epidemiol,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,£1739.13
1788,,PMC3529206,Springer,Social Psychiatry and Psychiatric Epidemiol,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",£1739.13
1789,,PMC3597274,Springer,Social Psychiatry and Psychiatric Epidemiology,"Abuse and other correlates of Common Mental Disorders in Youth: a
Cross-Sectional study in Goa, India
",£1905.98
1790,,PMC3405234,Springer,Social Psychiatry and Psychiatric Epidemiology,Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.,£1944.88
1791,,PMC3529206,Springer,Social Psychiatry and Psychiatric Epidemiology,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India",£1944.88
1792,,PMC3782642,Springer,Social Psychiatry and Psychiatric Epidemiology,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis,£2274.49
1793,22618994,PMC344470,Springer,Springer,Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction. ,£1981.19
1794,,PMC3755220,Springer,The Journal of Abnormal Child Psychology and Psychiatry,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.,£2247.34
1795,,PMC3508281,Springer,Tropical Animal Health & Production,"Low prevalence of bovine tuberculosis in Somali pastoral livestock, southeast Ethiopia",£2054.78
1796,,PMC3599165,Springer,Urolithiasis,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?,£1112.40
1797,3633780,,Springer,AIDS Behav,"Adherence to antiretroviral therapy and clinical outcomes among young adults reporting high-risk sexual behavior, including men who have sex with men, in coastal Kenya.",£1834.77
1798,,PMC3627851,Springer,Open Choice,AIDS and Behavior,£1663.63
1799,,PMC3778840,Springer,Open Choice,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS),£1829.99
1800,22897899,MC3489778,Springer,Springer Science + Business Media,Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle,£1117.37
1801,23575945,,Springer,Journal of Bioenergetics and Biomembranes,AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels,£2262.68
1802,3657347,,Springer,Childs Nerv Syst,The tympanic membrane displacement analyzer for monitoring intracranial pressure in children,£1831.38
1803,21948184,PMC3528370,Springer,Age,The dominant human conjunctival epithelial CD8??+ T cell population is maintained with age but the number of CD4+ T cells increases.,£2338.28
1804,23225165,,Springer,Biomolecular NMR Assignments,"Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum",£1930.88
1805,,PMC3695676,Springer,Journal of Molecular Medicine,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,£2262.59
1806,23474851,PMC3664183,Springer,Journal of Neural Transmission,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,£2289.17
1807,23400772,PMC3586169,Springer,Journal of The American Society for Mass Spectrometry,Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics,£2081.07
1808,23340916,,Springer,AGE,Voluntary exercise can strengthen the circadian system in aged mice,£2002.00
1809,23179061,,Springer,Biomolecular NMR Assignments,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus ",£1916.11
1810,,,Taylor and Francis Group,Azania: Archaeological Research in Africa,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier,£1823.76
1811,,,Taylor and Francis Group,AIDS Care,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.",£2145.60
1812,,PMC3590645,Taylor and Francis Group,Aids Care,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities,£2399.28
1813,,PMC3613944,Taylor and Francis Group,Aids Care,"Barriers to involvement of men in ANC and VCT in Khayelitsha, South Africa.",£2399.28
1814,,PMC3783897,Taylor and Francis Group,Annals of Science,"Systems, and How Linnaeus Looked At Them in Retrospect",£2337.60
1815,,,Taylor and Francis Group,Canadian Journal of African Studies,"Go back to the land! Negotiating space, framing governmentality in Lambwe Valley, Kenya 195475",£2145.60
1816,,,Taylor and Francis Group,Child Neuropsychology,The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment,£2145.60
1817,,,Taylor and Francis Group,English Studies,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion",£2475.60
1818,,,Taylor and Francis Group,European Journal of English Studies,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry,£2260.80
1819,,PMC3729250,Taylor and Francis Group,Journal of Cultural Economy,Transport to where? Reflections on the problem of value and time .,£2145.60
1820,,,Taylor and Francis Group,Medical Anthropology,Precarious projects conversions of biomedical knowledge in an East African city.,£2145.60
1821,,,Taylor and Francis Group,Science as Culture,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,£2145.60
1822,23514390,,Taylor and Francis Group,Am J Bioeth,"The ""difficult patient"" conundrum in sickle cell disease in Kenya: complex sociopolitical problems need wide multidimensional solutions.",£1804.19
1823,3534410,,Taylor and Francis Group,Ethn Health,'All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.,£1987.56
1824,,PMC3687248,Taylor and Francis Group,AIDS Care,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,£2232.74
1825,,PMC3590646,Taylor and Francis Group,American Journal of Bioethics--Neuroscience,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,£2465.77
1826,,,Taylor and Francis Group,South Asian History and Culture,"Quinine, Mosquitoes and Empire: Reassembling Malaria in British India",£2145.60
1827,,,Taylor and Francis Group,The History of the Family,"Parenthood, child-rearing and fertility in England, 1850-1914",£2316.79
1828,,PMC3836354,Taylor and Francis Group,Journal of Experimental Nanoscience,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces,£2474.16
1829,,PMC3621106,The American Chemical Society Petroleum Research Trust,J Med Chem.,Crystal Structure of Human Aurora B in Complex with INCENP and VX-680,£1272.99
1830,,PMC3506127,The American Chemical Society Petroleum Research Trust,J Med Chem.,Identification of a chemical probe for bromo and extra C-terminal bromodomain inhibition through optimization of a fragment-derived hit.,£1280.73
1831,,PMC3257585,The American Chemical Society Petroleum Research Trust,J Med Chem.,"7,8-dichloro-1-oxo-?-carbolines as a versatile scaffold for the development of potent and selective kinase inhibitors with unusual binding modes.",£1535.56
1832,,PMC3545483,The American Chemical Society Petroleum Research Trust,J Med Chem.,Novel inverse binding mode of indirubin derivatives yields improved selectivity for DYRK kinases,£625.60
1833,,PMC3798815,The American Physiological Society,Journal of Applied Physiology,Development and validation of anthropometric prediction equation for estimation of lean body mass and appendicular lean soft tissue in Indian mean and women.,£1288.00
1834,,PMC3518124,American Society for Biochemistry and Molecular Biology,Molecular & Cellular Proteomics,Observing the binding site and dynamics of protein S1 on a bacterial Ribosome with cross-linking and mass spectrometry,£951.76
1835,,PMC3268392,American Society for Biochemistry and Molecular Biology,Jnl Biological Chemistry,Photoaffinity labelling of high affinity nicotinic acid adenine dinucleotide 2'-phosphate (NAADP) proteins in sea urchin egg,£999999.00
1836,,,The American Society of Pediatrics,Pediatrics,Vitamin d3 supplementation and childhood diarrhea: a randomized controlled trial.,£2645.85
1837,23562481,,The Boulevard,Virology,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus,£2421.96
1838,,PMC3744072,The Company of Biologists Ltd,Biology Open,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures,£1044.00
1839,,PMC3820264,The Company of Biologists Ltd,Disease Models and Mechanisms,A novel transgenic mouse model of growth plate dysplasia reveals that decreased chondrocyte proliferation due to chronic ER stress is a key factor in reduced bone growth,£2400.00
1840,3507208,,The Company of Biologists Ltd,BIOL OPEN,DROSOPHILA SYNCRIP BINDS THE GURKEN MRNA LOCALISATION SIGNAL & REGULATES LOCALISED TRANSCRIPTS,£1014.74
1841,3744075,,The Company of Biologists Ltd,Biology Open,Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain,£1044.00
1842,,PMC3640218,The Company of Biologists Ltd,Development,ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism,£1620.00
1843,,PMC3672941,The Company of Biologists Ltd,Journal of Cell Science,A short bifunctional element operates to positively or negatively regulate ESAG9 expression in different developmental forms of Trypanosoma brucei,£2400.00
1844,,PMC3583043,The Company of Biologists Ltd,Development,The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.,£1620.00
